Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Drama, Action, Thriller, Crime",de,1931-05-11,8.1,beckert's;others;killer,M
"Comedy",en,1995-05-13,4.4,pre-teened;problem;3,Problem Child 3: Junior in Love
"Drama, History, War",en,1964-03-24,6.5,power-hungry;drawn;barbarians,The Fall of the Roman Empire
"Action, Crime, Drama, Thriller, Mystery",en,1996-09-20,6.3,vicious;gangs;alive,Last Man Standing
"Family, Drama",en,2021-05-28,7.2,7-year-old;ballet;gabriel's,The Little Prince(ss)
"Thriller",en,2013-03-17,6.6,american;wake;terrorist,The Reluctant Fundamentalist
"Thriller, Crime, Action",es,2016-10-28,6.7,context;that’s;killer,May God Save Us
"Comedy",en,2018-05-16,9.0,won’t;stop;randy,Sex School: Dorms of Desire
"Drama, Romance",en,2013-09-12,6.8,blood;romeo;banished,Romeo & Juliet
"Drama, Romance",en,2015-04-23,7.0,attracts;three;everdene,Far from the Madding Crowd
"Action, Adventure, Drama",en,1997-09-06,6.8,robert;alaskan;photographer,The Edge
"Thriller, Crime, Drama, Mystery",en,2017-10-26,5.8,turns;suburbicon;deadly,Suburbicon
"Action, Comedy, Science Fiction",en,1975-04-30,6.1,each;cars;popular,Death Race 2000
"Comedy",en,1972-08-06,6.6,queen;each;collection,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask
"Thriller, Horror",en,2016-04-16,7.2,safety;losing;death,Curve
"Animation, Comedy, Family",en,2002-06-28,6.5,prevent;order;document,Hey Arnold! The Movie
"Animation, Science Fiction",ja,2011-09-03,6.5,many;mercy;scramble,Mardock Scramble: The Second Combustion
"Drama, Romance",en,1991-11-22,6.1,dangerously;begins;richard,Close My Eyes
"Comedy, Romance",en,2020-05-01,7.2,student;ellie;straight-a,The Half of It
"Family, Animation, Fantasy, Adventure",en,1982-06-17,7.5,son;move;rats,The Secret of NIMH
"Drama",en,2009-05-22,5.0,tag;chelsea;dubs,The Girlfriend Experience
"Comedy, Romance",en,2004-03-28,6.2,refused;attraction;paige,The Prince & Me
"Comedy, Adventure",en,2000-05-19,6.1,trilogy;hit;includes,Road Trip
"Fantasy, Comedy",fr,1993-01-27,7.1,avoid;good;assault,The Visitors
"Drama, Crime, Action",en,2016-09-09,6.6,local;kicks;stolen,Kicks
"Horror, Crime, Thriller",en,2015-09-25,6.7,skinheads;themselves;power,Green Room
"Drama, Romance",en,1983-04-14,6.5,encourages;aspires;jobs,Flashdance
"Romance, Comedy",ru,2011-01-12,6.0,instead;ends;said,Lucky Trouble
"Crime, Comedy, Romance",en,2003-09-02,6.0,beverly;killing;making,Intolerable Cruelty
"Drama",de,2004-07-04,7.1,seventh;1942;year,Before the Fall
"Action, Drama, History, Thriller",en,2017-07-09,6.0,iran;squad;days,6 Days
"Documentary, Music",es,2021-04-23,8.6,rock;exploration;rise,Heroes: Silence and Rock & Roll
"Music, Documentary",ko,2019-08-07,8.9,soul;shining;tour,Bring the Soul: The Movie
"Romance, Drama",en,2015-02-08,5.6,temporary;living;defines,Knight of Cups
"Comedy, Romance",en,1998-02-20,6.1,senses;option;experimental,Senseless
"Drama, Music",en,1983-07-11,5.7,it's;toward;burning,Staying Alive
"Drama",en,2016-10-21,7.8,aged;single;welfare,I, Daniel Blake
"Drama, Mystery, Thriller",en,2019-05-17,5.3,threaten;shirleyville;located,We Have Always Lived in the Castle
"Horror, Thriller",en,2022-02-10,6.5,plot;late;children,Shut In
"Adventure, Science Fiction, Action",en,2007-06-27,6.7,evil;decepticons;sam,Transformers
"Crime, Drama, Thriller",en,2018-09-14,6.2,secret;lizzie;control,Lizzie
"Drama, Thriller, History",en,1999-03-10,7.5,wigand;tobacco;series,The Insider
"Action, Adventure, Comedy, Family",en,1980-12-12,5.4,who's;storm;win,Popeye
"Drama, Fantasy, Horror, Mystery, Romance, Thriller",en,2003-09-05,5.4,members;centuries;investigate,The Order
"Drama, Fantasy, Horror",en,2002-02-10,6.0,awakened;vampires;win,Queen of the Damned
"Comedy, Drama",it,2015-05-20,6.9,retirement;sense;lodge,Youth
"Western",en,1970-06-14,7.0,some;knows;sister,Two Mules for Sister Sara
"Adventure, Action, Thriller",en,2000-12-08,6.0,summit;garrett;peter,Vertical Limit
"Action, Comedy, Thriller, Crime, Family",en,1989-07-28,6.4,local;thing;scott,Turner & Hooch
"Animation, Romance, Music, Drama",ja,2020-11-03,7.4,haiku;share;shy,Words Bubble Up Like Soda Pop
"Romance, Drama",it,2019-09-04,7.0,proletarian;mass;tale,Martin Eden
"Drama, Thriller",ja,1961-04-25,8.2,merchant;men;tokuemon,Yojimbo
"Drama, Family",ja,2015-06-13,7.5,around;arrival;half,Our Little Sister
"Comedy, Drama, Romance",en,2007-08-24,6.3,college;spoiled;charge,The Nanny Diaries
"Adventure, Comedy, Science Fiction",en,1989-02-17,6.9,important;figures;various,Bill & Ted's Excellent Adventure
"Action, Thriller, Crime",en,1997-01-09,5.3,weaver;crew;halloran,Turbulence
"Comedy, Drama",en,2015-06-04,6.4,come;bubble;causes,Grandma
"Thriller, Drama",en,2015-09-16,6.7,match-up;spassky;boris,Pawn Sacrifice
"Animation, Action, Fantasy",ja,2013-11-23,7.3,junpei;called;made,Persona 3 the Movie: #1 Spring of Birth
"Adventure, Action, Fantasy",zh,2017-12-15,5.9,adventure;evil;roam,The Thousand Faces of Dunjia
"Comedy, Romance, Fantasy, Drama",en,2012-07-25,7.1,novelist;creates;inspires,Ruby Sparks
"Drama, Crime",es,2021-07-08,4.3,northern;militant;vengeful,La civil
"Action, Comedy",en,2013-07-12,5.8,couple;heads;small,Pawn Shop Chronicles
"Crime, Drama, Mystery, Thriller",en,2017-11-07,5.3,addison;ever;murder,November Criminals
"Adventure, Fantasy, Family",en,1995-12-15,7.2,risky;terrifying;creatures,Jumanji
"Comedy, Drama, Romance",ko,2022-01-27,2.0,were;waiting;complaining,Sex Game 6969
"Action, Adventure",en,2015-04-03,6.5,until;–;end,Last Knights
"Fantasy",de,2016-07-07,7.0,sapphire;secrets;green,Emerald Green
"Horror, Science Fiction",en,2013-08-22,5.2,sea;secrets;uncover,Ghost Shark
"Comedy, Drama, Romance",en,2006-02-07,6.5,dreaming;ice;glory,The Cutting Edge: Going for the Gold
"War, Drama",en,2018-11-16,6.8,rebellious;correspondents;conflicts,A Private War
"Drama, Romance",ko,2020-05-06,6.7,older;min-soo;na-yeon,Bosomy Mom
"Adventure, Comedy, Fantasy",en,2016-12-25,5.9,fantasy;destiny;discovers,The Last Dragonslayer
"Family, Animation, Adventure",en,1998-11-16,6.3,old;fievel;somewhere,An American Tail: The Treasure of Manhattan Island
"Drama",da,2022-03-10,0.0,friendship;we;past,Miss Viborg
"Animation, Horror, Science Fiction, Thriller",en,2008-10-27,6.1,relic;mining;unearthed,Dead Space: Downfall
"Drama, History, War",en,1970-01-26,7.1,seem;japan;states,Tora! Tora! Tora!
"Fantasy, Mystery, Thriller",ja,2016-10-29,6.4,says;confrontation;6,Death Note: Light Up the New World
"Adventure, Drama",en,2011-02-08,6.2,highlands;aquila;wall,The Eagle
"Adventure, Drama, Action, Thriller",en,2012-05-10,6.0,bloody;el;mexico,El Gringo
"Action, Drama, Crime",ko,2005-03-31,7.5,business;heesoo;if,A Bittersweet Life
"Drama",en,2002-12-27,7.3,hours;surprising;moment,The Hours
"Drama, Romance",en,2007-06-16,7.8,dreams;son;returns,Shelter
"Comedy, Romance",en,2020-07-18,5.9,rather;loop;self-discovery,A Nice Girl Like You
"Adventure, Action, Horror, Science Fiction",en,1998-01-30,6.1,luxury;board;loot,Deep Rising
"Drama",en,2006-12-31,6.9,quite;everywhere;god-fearing,Black Snake Moan
"Adventure, Thriller",no,2016-09-02,4.3,explore;ground;elites,Cave
"War, Drama, Romance",it,1974-04-03,6.8,concentration;discovers;lover,The Night Porter
"Drama, History",en,2019-09-07,7.0,vogel;award-winning;perspective,A Beautiful Day in the Neighborhood
"Crime, Drama, Mystery, Thriller",ko,2009-05-28,7.8,murder;son;mission,Mother
"Horror, Science Fiction, Thriller",en,1978-03-10,6.3,extremely;powerful;come,The Fury
"Thriller, Crime, Drama",en,2013-02-07,6.6,upcoming;concerning;husband's,Side Effects
"Crime, Mystery, Thriller",en,1946-08-28,7.4,look;put;insurance,The Killers
"Animation, Horror",ja,2005-03-03,5.9,missing;called;play,Kakurenbo: Hide & Seek
"Family, Comedy",en,1993-12-14,5.5,beethoven;newton;beethoven,Beethoven's 2nd
"Romance, Comedy, Drama",en,2016-09-12,5.8,trip;traveling;associate,Paris Can Wait
"Drama, Family",en,2002-03-25,6.7,gets;there's;jim,The Rookie
"Drama, Comedy",en,2015-12-24,6.5,island;became;single,Joy
"Drama",fr,2011-09-09,5.4,college;piece;women,Elles
"Drama, Thriller, Romance, Science Fiction, Mystery",en,2017-06-29,6.0,derailed;manner;exactly,2:22
"Animation, Science Fiction",ja,1987-03-14,6.8,aimless;ways;rival,Royal Space Force - The Wings Of Honneamise
"Drama",es,2004-02-06,7.4,alberto;leader;che,The Motorcycle Diaries
"Romance, Drama, Music",ja,2005-09-03,6.5,follows;popular;differences,Nana
"Action, Adventure, Drama, War",zh,2008-07-10,7.2,south;han;thus,Red Cliff
"Documentary",en,2021-10-08,6.0,clarion;documentary;spanning,Convergence: Courage in a Crisis
"Drama, Mystery, Romance, Thriller",en,2019-11-01,5.9,1989;relationship;fly,Earthquake Bird
"Drama, Action, Thriller",ko,2013-11-05,7.3,intelligence;comes;government,Commitment
"Comedy, Family",en,2010-07-23,6.5,year;ramona;ramona,Ramona and Beezus
"Horror, Mystery, Thriller",en,2010-03-27,6.0,multiple;female;finished,6 Souls
"Action, Crime, Drama",en,1973-02-22,6.7,so;business;corruption,Walking Tall
"Adventure, Drama, Western, Family",en,1957-12-25,7.0,comes;coates;cattle,Old Yeller
"Mystery, Comedy, Crime",en,1975-05-21,6.8,asian;resources;pink,The Return of the Pink Panther
"Documentary, Crime",de,2021-08-03,7.9,empire;real;sell,Shiny_Flakes: The Teenage Drug Lord
"Drama, Action, Thriller",en,1983-02-05,6.0,harsh;tasked;known,Blue Thunder
"Documentary, Music",en,2012-06-28,7.1,belief;style;exposes,Katy Perry: Part of Me
"Thriller, Crime, Drama, Action",en,2018-12-25,5.9,make;given;bell,Destroyer
"Romance, Drama",ja,2017-02-18,7.0,hase;why;doesn't,One Week Friends
"Comedy, Science Fiction, Romance",en,2020-12-11,6.0,study;peters;people,Superintelligence
"Thriller, Drama, Horror",en,1973-12-03,7.0,message;grieved;charge,Don't Look Now
"Drama, Action, Thriller, Crime, Mystery",sv,2009-09-18,7.0,exposing;researched;blomkvist,The Girl Who Played with Fire
"Thriller",en,2020-12-11,6.4,searches;than;intent,Girl
"Drama",da,2012-10-25,8.1,shattered;slowly;teacher,The Hunt
"Action, Science Fiction, Horror",en,2013-04-12,5.4,struggling;next;forced,The Colony
"Action, Adventure, Fantasy, Science Fiction",en,2014-12-08,6.0,go;dreams;beautiful,Mythica: A Quest for Heroes
"Comedy, Drama, Romance",en,2012-05-16,7.7,than;island;moonrise,Moonrise Kingdom
"Crime, Drama, Thriller",en,2002-04-19,6.1,cold;case;mayweather,Murder by Numbers
"Romance",en,2021-12-31,8.3,selling;sylvain;based,Gabriel's Rapture: Part One
"Action",en,1989-11-10,6.5,do;fighters;rivalry,Best of the Best
"Action, Adventure, Comedy, Western",ko,2008-07-16,7.1,good;army;bad,The Good, the Bad, the Weird
"Thriller, Horror, Science Fiction",en,1983-10-21,7.0,anyone;johnny;contact,The Dead Zone
"Drama, TV Movie",en,2022-03-05,4.5,kidnaps;daughters;fighting,Stolen by Their Father
"Adventure, Fantasy",da,2019-10-10,5.0,gods;adventurous;fight,Valhalla
"Family, TV Movie, Comedy",en,2002-03-07,6.2,enrolled;until;tries,Cadet Kelly
"Drama, Romance",en,2014-02-12,6.9,sparks;parents;keep,Endless Love
"Adventure, Action, Thriller",en,2006-09-07,5.2,martial-arts;sinister;kasumi,DOA: Dead or Alive
"Thriller, Horror",en,2014-10-07,5.0,powers;mom;grandmother,Mercy
"Romance",en,1990-09-28,6.2,anais;author;then,Henry & June
"Action, Comedy",it,1985-12-12,6.4,later;million;doug,Miami Supercops
"Horror, Action",en,2018-04-03,6.0,illegal;birthday;go,4/20 Massacre
"Comedy",en,2006-01-06,6.6,game;big;he's,Grandma's Boy
"Adventure, Comedy",fr,2019-02-06,6.5,nicky;tasked;recover,Nicky Larson and the Cupid's Perfume
"Crime, Science Fiction, Thriller",en,1988-10-07,6.0,quarantine;earth;few,Alien Nation
"Drama",sv,1986-05-09,7.7,actor;philosopher;begun,The Sacrifice
"Drama, Thriller, Mystery",en,2004-07-30,6.4,remembers;squad-mate;shaw,The Manchurian Candidate
"Drama, Romance",en,1971-11-03,7.8,pride;poor;acclaimed,Fiddler on the Roof
"Horror, Science Fiction",en,1977-04-08,6.4,blood—the;strange;motorcycle,Rabid
"Comedy, Fantasy, Thriller",en,2012-09-08,6.1,go;hurt;themselves,The Brass Teapot
"Adventure, History",no,2012-08-24,6.9,prove;legendary;epic,Kon-Tiki
"Horror, Mystery",en,2009-10-30,6.3,strange;hughes;job,The House of the Devil
"Comedy, Drama, Romance",en,2014-07-17,6.1,until;charge;son,And So It Goes
"Action, Thriller, Adventure",en,1986-02-14,5.9,terrorists;terrorists;aircraft,The Delta Force
"Animation, Family, Comedy",da,2018-02-08,6.2,el;el;old,Up and Away
"Thriller, Crime, Mystery",en,1998-08-07,6.1,witnesses;conspiracy;eye,Snake Eyes
"Thriller",en,2019-02-01,6.0,turns;nightmare;games,An Affair to Die For
"Comedy, Family, Fantasy",en,2002-07-03,6.1,unbelievable;play;faded,Like Mike
"Drama, Romance",en,1981-06-29,5.3,fulfilling;film;means,Lady Chatterley's Lover
"Music, Drama, Romance",en,2011-09-27,8.5,protégée;loves;unwitting,The Phantom of the Opera at the Royal Albert Hall
"Comedy, Music",en,2018-08-24,6.3,goes;wild;chance,The After Party
"Family, Comedy, Drama, Music, TV Movie",en,2003-08-15,6.0,producer;many;high,The Cheetah Girls
"Music, Drama, Romance",en,1972-02-13,7.4,grows;party;starry-eyed,Cabaret
"Fantasy, Romance",en,1989-12-22,6.3,doing;falls;sandich,Always
"Action, Comedy",zh,2010-12-20,7.3,force;governor;“godfather”,Let the Bullets Fly
"Comedy, Drama",it,1960-02-05,8.2,searching;serious;torn,La Dolce Vita
"Adventure",en,2001-09-07,5.3,father's;join;legendary,The Musketeer
"Mystery, Thriller, Crime",en,1984-08-17,6.1,serial;rapes;acquaintances,Tightrope
"Drama",en,2013-12-27,6.9,gradually;mom;search,Labor Day
"Horror, Thriller",en,1977-07-22,6.2,closed;public;savages,The Hills Have Eyes
"Documentary",fr,2021-11-03,6.8,quota;rise;conned,Lords of Scam
"Science Fiction, Action, Drama, Thriller",en,2018-09-06,5.7,starting;believes;begins,The Last Man
"Comedy",en,1992-03-13,7.4,shock;south;exam,My Cousin Vinny
"Drama",en,1955-10-29,7.6,violently;falls;troublemaking,Rebel Without a Cause
"Comedy, Drama, Romance",zh,1993-03-01,7.2,settled;taiwanese-american;wedding,The Wedding Banquet
"Romance, Drama",en,2015-10-02,7.3,battle;diagnosed;illness,Freeheld
"Comedy, Crime",en,1998-08-28,8.2,make;heist;door,Lock, Stock and Two Smoking Barrels
"Adventure, Comedy, Drama",en,2015-09-02,6.0,decides;homeland;spending,A Walk in the Woods
"Drama, Romance",fr,2016-10-19,6.6,mal;another;pierres,From the Land of the Moon
"Horror, Comedy, Thriller",en,2010-08-26,5.5,bloodiest;family’s;connection,Hatchet II
"Action, Drama, Crime, Thriller, Mystery",en,2009-08-14,6.0,drudgery;dissolution;madness,Rampage
"Horror, Mystery, Thriller",en,2008-01-04,5.5,voice-mails;receiving;start,One Missed Call
"Romance, Drama",en,2021-07-21,7.5,across;luxor;uncertainty,Luxor
"Horror",en,2021-08-14,6.0,mother;music;chance,Hellbender
"Drama, Family",ja,1987-08-01,7.7,true;ueno's;master,Hachi-ko
"Horror, Science Fiction, Thriller",en,1980-07-02,5.8,animals;hormones;survives,Alligator
"Comedy",en,2017-10-27,5.7,fling;she's;learn,Crash Pad
"Comedy, Drama, Family",en,2006-05-15,5.4,boy;like;michael,Like Mike 2: Streetball
"Drama, Romance",en,2001-01-21,6.9,sexual;search;darker,Lost and Delirious
"Horror, Comedy",en,2014-05-08,6.9,do;best;city,Piranha Sharks
"Horror, Thriller",en,1987-01-22,6.5,quickly;leaves;reality,The Stepfather
"War, Drama",pl,2018-09-07,5.9,britain;raf;luftwaffe,Hurricane
"Romance, Comedy, Drama",it,2011-02-25,5.3,professor;stand;fatale,Ages of Love
"Drama, Family, Music",en,1968-09-26,7.0,orphan;oliver;charles,Oliver!
"Drama",zh,1996-08-10,6.0,buyer;prices;000,Yu Pui Tsuen III
"Action, Adventure, Drama, Thriller",ko,2009-06-06,6.7,ex-wife;rescue;accidentally,Tidal Wave
"Crime, Horror, Thriller, Drama",en,2007-10-20,6.6,some;torture;until,Funny Games
"Animation, Adventure, Comedy, Family",en,2020-09-24,7.7,lies;party;we,Two by Two: Overboard!
"Crime, Action, Comedy, Drama",cn,1989-06-15,7.0,roses;nightclub;lucky,Miracles
"Science Fiction, Horror, Thriller",en,2018-04-06,6.3,ago;sane;may,The Endless
"Romance, Drama",en,2014-05-14,6.0,france's;during;rainier,Grace of Monaco
"Horror, Thriller",en,2014-10-16,6.0,x-rated;away;moves,GirlHouse
"Drama, Fantasy, Science Fiction, Thriller",en,1995-10-27,6.9,harassed;known;imagined,Powder
"Action, Adventure, Animation, Comedy, Family",en,2016-02-16,6.4,league;space;last,LEGO DC Comics Super Heroes: Justice League: Cosmic Clash
"Mystery, Thriller, Horror",en,1980-07-25,6.9,psychiatrist's;murders;patients,Dressed to Kill
"Comedy, Drama, Crime, Thriller",en,2021-01-28,5.9,so;criminals;local,Breaking News in Yuba County
"Drama, Comedy, Romance",en,2012-08-07,6.2,middle-aged;week-long;relationship,Hope Springs
"Action, Adventure, Comedy, Thriller",en,1998-04-24,5.9,fall;dodging;gang's,The Big Hit
"Drama, Action",ko,2012-10-11,6.8,line;assassination;intentions,A Company Man
"Drama, Thriller",en,2001-12-04,4.9,officer;serial;might,Sexual Predator
"Comedy",en,1997-04-25,6.3,crumbles;high;reinvent,Romy and Michele's High School Reunion
"Crime, Drama, Mystery, Thriller",en,1959-07-01,7.9,rests;extensive;out-of-town,Anatomy of a Murder
"Horror",es,1971-07-15,5.7,vampiress;women;appease,Vampyros Lesbos
"Romance, Comedy, Family, Action, Adventure",en,1977-06-24,5.9,herbie's;monte;herbie,Herbie Goes to Monte Carlo
"Drama, Thriller",fa,2021-12-15,7.5,leave;withdraw;repay,A Hero
"Romance, Drama",en,2020-11-13,7.1,spheres;sent;realisation,Ammonite
"Comedy",fr,1973-10-17,7.4,riot;pivert;daughter,The Mad Adventures of Rabbi Jacob
"Action, Fantasy, Animation",ja,2016-12-31,6.7,related;cause;provincial,Fate/Grand Order: First Order
"Animation, Mystery, Family, TV Movie, Comedy, Fantasy",en,1988-10-16,7.5,actually;girls;however,Scooby-Doo and the Ghoul School
"Fantasy, Action, Adventure",ru,2017-11-30,6.3,known;endurance;leader,Furious
"Romance, Drama",ko,2016-04-19,6.5,chef;gets;closer,Sex: A Relationship and Not Marriage
"Drama",fr,2010-01-18,5.0,intimate;laura;nineteen-year-old,Student Services
"Drama",id,2010-06-10,7.8,short;marsha;bersyukur”,Naruto Bersyukur
"Comedy, Drama",sr,2022-03-10,0.0,real;between;place,Once Upon a Time in Serbia
"Thriller, Horror",en,2014-11-07,5.4,encounters;presence;recuperating,Jessabelle
"Drama, Thriller, Crime, History",en,1988-12-08,7.7,fbi;60s;sheriff,Mississippi Burning
"Action, Comedy, Family",en,2019-05-13,6.4,lands;spend;lifeguard,Malibu Rescue
"Science Fiction, Mystery, Drama, Thriller, TV Movie",en,2018-12-28,6.8,novel;dark;adapts,Black Mirror: Bandersnatch
"Comedy",it,1980-12-20,7.1,meets;until;cantankerous,The Taming of the Scoundrel
"Drama, Fantasy",it,1969-09-18,6.8,encolpio;wandering;bizarre,Fellini Satyricon
"Music",es,2022-03-07,0.0,special;led;father’s,Goyo: En Letra de Otro
"Comedy, Romance",en,2005-11-23,6.2,christmas;crush;high,Just Friends
"Action, Adventure",en,2013-06-01,5.6,wife's;it's;little,12 Rounds 2: Reloaded
"Comedy, Romance",de,1973-08-16,5.6,topics;extent;relative,14 and Under
"Drama, War",en,1957-10-25,8.3,army;within;scapegoats,Paths of Glory
"Horror, Mystery, Thriller",en,2014-10-21,6.4,caregiver;medical;very,The Taking of Deborah Logan
"Family, Adventure",en,2008-02-05,6.1,importance;voices;star,Snow Buddies
"Comedy, Family",en,2009-01-16,6.0,placed;do;orphaned,Hotel for Dogs
"Comedy, Crime, Drama",en,2002-12-10,7.1,fame;death;1920s,Chicago
"Action, Adventure, Drama, Thriller",en,1972-12-13,7.2,passengers;capsizes;ocean,The Poseidon Adventure
"Family, Animation, Comedy",en,2018-11-25,5.8,dinosaurs;delivering;forefront,LEGO Jurassic World: The Secret Exhibit
"Fantasy, Adventure",en,2020-11-12,6.0,seek;spirals;accident,Come Away
"Music, Romance, Drama",en,2010-05-19,6.4,win;dance;order,StreetDance 3D
"Romance, Comedy, Drama",it,2007-01-19,5.4,children;decide;specialized,Manual of Love 2
"Action, Thriller",en,2012-08-23,6.0,daughter;employers;run,Erased
"Drama, Romance",en,2010-12-16,6.9,lack;cracks;relationship,Blue Valentine
"Drama",en,2017-09-22,7.0,bombing;struggling;track,Stronger
"Crime, Drama",cn,2005-10-20,7.0,lin;symbol;triad,Election
"Drama",it,2021-05-26,6.5,roberto;deep;difficult,Baggio: The Divine Ponytail
"Comedy, Crime",en,1966-07-13,7.5,forgeries;father's;statue,How to Steal a Million
"Action, Comedy",en,1985-07-18,5.8,red;mistaken;spy,The Man with One Red Shoe
"Drama, Thriller, Mystery",en,2019-08-15,6.3,reality;begins;may,Angel of Mine
"Comedy, Romance",en,2006-07-27,6.2,enlist;three;popular,John Tucker Must Die
"Drama",en,2017-10-20,6.9,three;whose;homeless,Same Kind of Different as Me
"Comedy, Horror",en,2013-09-06,5.1,house;wreaks;gives,Hell Baby
"Crime, Action, Mystery, Thriller",en,1993-09-17,5.8,victims;allegations;navigate,Striking Distance
"Adventure, Comedy, Family, Fantasy, TV Movie, Horror",en,2010-10-09,7.0,sister;left;hire,My Babysitter's a Vampire
"Drama, Adventure",es,2015-05-25,7.7,friendship;approach;explorers,Embrace of the Serpent
"Comedy, Drama, History",en,1999-09-16,6.5,information;returned;broadcast,Jakob the Liar
"Drama, Horror, Crime",en,2005-07-22,6.8,backwater;house;whoever,The Devil's Rejects
"Horror, Thriller",en,2016-03-12,6.8,psychotic;deaf;stalked,Hush
"Drama, Crime, Thriller",en,2003-09-06,7.4,upper-middle-class;chance;émigré,21 Grams
"Animation, Comedy, Family, Adventure",en,2015-03-17,7.2,teaming;wwe;daniel,The Flintstones & WWE: Stone Age SmackDown!
"Comedy, Drama, Family, Romance",en,1991-10-24,6.4,grey;bill;fiancé,Curly Sue
"Action, Comedy",cn,1985-02-10,6.4,five;gang;much,My Lucky Stars
"Action, Comedy",fr,2017-02-01,5.8,wrong;called;approve,R.A.I.D. Special Unit
"Comedy, Western",it,1973-12-13,7.3,150-man;wants;retire,My Name Is Nobody
"Thriller",en,2012-09-19,5.9,alive;block;picked,Tower Block
"Crime, Thriller, Western, Action",en,2016-10-21,6.0,sisters;named;paul,In a Valley of Violence
"Romance, Drama",en,2019-05-03,7.5,between;practice;bees,Tell It to the Bees
"Drama",es,2020-11-27,6.8,magdalena;recently;south,Identifying Features
"Drama, History",fr,2002-02-13,7.0,people;death;purify,Amen.
"Horror, Mystery, Thriller",en,1999-10-29,5.6,horrifying;same;name,House on Haunted Hill
"Drama, Comedy",en,2005-06-01,6.5,prospect;wears;differing,The Sisterhood of the Traveling Pants
"War, Drama, Adventure",en,2015-08-16,6.5,order;film;means,Macbeth
"Horror, Thriller, Crime, Mystery",en,2010-02-25,5.2,american;trip;remote,And Soon the Darkness
"War, Drama",ru,2018-05-03,6.6,real;successful;camp,Sobibor
"Animation, Adventure, Family, Comedy",en,2017-07-21,5.5,far-out;island;journey,Monster Island
"Comedy",en,2013-01-14,4.1,cast;psychiatric;hospital,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo
"Thriller, Crime, Drama",en,2014-10-24,6.1,barely;away;scrape,Phantom Halo
"Animation, Family, Fantasy, Science Fiction",en,2005-01-11,6.2,devour;falls;were,The Land Before Time XI: Invasion of the Tinysauruses
"Family, Animation, Comedy",en,2016-10-03,5.6,dogs;run;hot,LEGO Jurassic World: The Indominus Escape
"Documentary",en,2011-06-11,7.8,trouble;strives;perfection,Jiro Dreams of Sushi
"Drama, Thriller, Mystery",en,2011-09-29,6.1,pieces;suspect;horrifying,Dream House
"Drama, Science Fiction",en,1951-09-28,7.5,mankind;face;robot,The Day the Earth Stood Still
"Crime, Thriller",en,1981-04-24,6.6,pick;any;attacker's,Ms .45
"Crime, Drama",en,1967-06-22,7.8,convicts;guy's;box,Cool Hand Luke
"Comedy, Romance",en,2013-07-24,5.7,brandy;accomplish;makes,The To Do List
"Animation",ja,1995-04-05,5.8,guys;unkokusai;traveler,Crayon Shin-chan: Unkokusai's Ambition
"Drama, Thriller, Mystery, War",en,1996-07-04,6.4,officer;army;commander's,Courage Under Fire
"Family, Animation, Comedy",en,2014-07-27,5.8,mother;dragon;tom,Tom and Jerry: The Lost Dragon
"Drama",en,2014-08-29,6.4,todd;best;some,Cantinflas
"War, Action, Adventure, Drama, Thriller",en,2010-03-11,6.5,team;inspectors;invert,Green Zone
"Action, Crime, Thriller",en,1976-12-20,6.8,again;returns;harry,The Enforcer
"Family, Adventure",en,2010-10-12,6.3,friend;holiday;show,The Search for Santa Paws
"War, Drama, History",ja,1959-11-20,8.4,treatment;labeled;revolts,The Human Condition II: Road to Eternity
"Animation",en,2014-09-16,7.6,neil;so;aliens,Marvel Knights: Eternals
"Comedy, Family",en,2002-05-10,5.9,cool;getting;ruse,The New Guy
"Action, Thriller",en,2017-06-08,5.7,partnership;assassin;seeking,The Hunter's Prayer
"Thriller",da,2014-10-02,7.1,carl;asks;something,The Absent One
"Fantasy, Comedy, Family",en,2016-08-03,5.7,inside;stuffy;family's,Nine Lives
"Comedy",en,2015-08-29,4.4,enterprising;vegas;it's,All American Bikini Car Wash
"Fantasy, Drama, Science Fiction, Romance",zh,2004-09-29,7.2,enter;fiction;course,2046
"Adventure, Comedy, Fantasy, Mystery",ja,2014-03-01,6.7,goodbye;leave;begin,Kiki's Delivery Service
"Crime, Drama, Romance",cn,1990-12-15,7.3,solace;playboy;hearts,Days of Being Wild
"Horror, Science Fiction",en,2008-10-10,5.8,reporter;outbreak;cameraman,Quarantine
"Drama, Horror, Thriller",es,2022-10-12,0.0,receives;isolated;lead,The Wasteland
"Crime, Drama",en,2016-10-20,6.1,watches;daughter's;america,American Pastoral
"Fantasy, Romance",en,2019-05-31,6.9,invisible;becoming;point,Above the Shadows
"Music, Drama",en,1991-03-01,7.1,1960s;jim;influential,The Doors
"Animation, Comedy, Science Fiction, TV Movie",en,2009-02-23,7.1,primitive;dwarf;stop,Futurama: Into the Wild Green Yonder
"Comedy, Romance, Drama",en,2018-01-23,5.6,acceptance;vow;letters,Little Bitches
"Action, Crime, Drama",en,2004-09-27,6.1,lifestyle;resolves;prosper,El padrino: The Latin Godfather
"Horror",cn,2002-05-09,6.5,blind;see;realizes,The Eye
"Drama, Romance",fr,2021-11-03,7.2,paths;three;meets,Paris, 13th District
"Fantasy, Comedy, Family",en,2000-07-07,6.5,rusty;dog;powerful,The Kid
